t,pupil_mm,is_fixation,is_blink,gaze_x,gaze_y
0.0,4.155276572297637,True,False,-0.21456165614679848,-1.0043244670172313
0.016666666666666666,3.6829367539395577,True,True,-0.35358649869436043,-0.8208076163985816
0.03333333333333333,3.957221195802483,True,False,-0.36043836260551243,-0.8789589617411647
0.05,4.236444004225139,True,False,-0.7148355639837958,-1.5613573056778884
0.06666666666666667,3.98567119536288,True,False,-0.48883676771089246,-0.8008786770189688
0.08333333333333333,3.8851612416688606,False,False,-0.29536475635684023,-0.2616809341229036
0.1,4.002003219654209,True,False,-0.9497986945986092,-0.692755599089905
0.11666666666666667,3.643838026310661,True,False,-1.1996824398812798,-1.2282932610128698
0.13333333333333333,4.010322923699775,True,False,-1.404238339679144,-0.8406273178687607
0.15,4.168054704767874,False,False,-2.1834220690687776,-1.30884378321297
0.16666666666666666,3.7522620770754767,True,False,-2.647328495782836,-0.5752893963613476
0.18333333333333332,4.153136024190706,True,False,-2.471974903356519,-0.667361436074506
0.2,3.95329296668589,False,False,-2.8672129709147454,-1.1498071321700905
0.21666666666666667,4.058948201426407,True,False,-3.6139083007133332,-1.8698694521549737
0.23333333333333334,3.9582745948914972,True,False,-3.2900035972637567,-1.4200641138458459
0.25,3.9636246858043838,True,False,-3.2420820804981982,-1.2800581398126754
0.26666666666666666,4.054107070238084,True,False,-3.09372889380282,-1.2864184660467846
0.2833333333333333,4.167325803224486,False,False,-3.211792880942515,-1.35290482404532
0.3,4.120982024509137,True,False,-2.817255481123352,-1.5089533757191813
0.31666666666666665,4.031366176822443,True,False,-3.0270881887326833,-1.1673560803768126
0.3333333333333333,3.7813029772659865,False,False,-2.0235276230207027,-0.4418035804264767
0.35,4.020034502239671,True,False,-2.2081599198414756,-0.9683559219772908
0.36666666666666664,4.126716866330836,True,False,-2.3686484880036263,-0.8866117476361429
0.38333333333333336,4.174635088297307,False,False,-2.716245855554384,-0.9893491827330587
0.4,3.9616013755554436,True,False,-3.1534067978356335,-0.6183060558528819
0.4166666666666667,3.9173083928121297,True,False,-3.026116605418095,-0.27702502466032225
0.43333333333333335,4.028671825903022,True,False,-3.6146371989714474,0.24228392170840257
0.45,4.407148859558177,True,False,-3.7420221920304777,1.2801928004261913
0.4666666666666667,3.970417178078521,True,False,-3.976459298498989,2.2220348485116643
0.48333333333333334,3.8378478261784896,True,False,-3.5303956955077274,3.2394033972188216
0.5,4.1285752893509216,True,True,-3.3324754918443866,3.3702850103609983
0.5166666666666667,4.0404277420603,True,False,-3.7266273623312345,3.2378362223775485
0.5333333333333333,3.938165253020564,True,False,-3.2179457287282527,3.9623886255599663
0.55,3.7765515215236505,True,False,-3.919946846940013,4.213469727093706
0.5666666666666667,3.7298433489964693,True,False,-3.5709791204020838,4.376699537226882
0.5833333333333334,3.992885403266375,True,False,-3.7325359352163416,3.880381172518006
0.6,4.191934944406933,True,False,-4.740618475149059,3.634226019797438
0.6166666666666667,3.7280425236427086,True,False,-4.313980426695838,4.45105833020834
0.6333333333333333,4.065754904021936,True,False,-4.887550964011454,5.929466038145109
0.65,3.87730138856097,True,False,-4.976403891129986,4.927420541049408
0.6666666666666666,3.8185133167067713,False,False,-4.972781063860923,5.290006758992577
0.6833333333333333,3.954079876551388,True,False,-5.169001999300173,5.993584313241461
0.7,4.0715356260496485,True,False,-5.3477607668236224,5.80205839347163
0.7166666666666667,4.035782857297389,False,False,-5.448235747281492,6.095780312922817
0.7333333333333333,3.7315261467304666,True,False,-5.010324902027367,7.047900014260005
0.75,3.9620978372933733,False,False,-4.924401183636313,6.836460620044273
0.7666666666666667,4.031542384776449,False,False,-6.386551002154289,6.587416675038801
0.7833333333333333,4.016779171143812,False,False,-5.25917814041911,6.30102303934457
0.8,4.042521661860579,True,False,-5.458732655939589,6.016201342975186
0.8166666666666667,3.841780620065203,False,False,-5.193687382920139,5.639784279318222
0.8333333333333334,3.7955590322654675,True,False,-4.659585887974997,5.886538302677579
0.85,3.9808393597109,True,False,-4.640331602450184,6.68324901634801
0.8666666666666667,4.1115477677676875,True,False,-5.5256746465879,5.225243590116731
0.8833333333333333,3.9705157596504885,True,False,-5.938908491518863,5.63791047372375
0.9,3.8994259887103815,True,False,-5.803380530325455,5.586892526280362
