t,pupil_mm,is_fixation,is_blink,gaze_x,gaze_y
0.0,3.9124673000281844,True,False,0.8357886080952173,0.9052066662148954
0.016666666666666666,4.275801821048671,True,False,0.9739732182848767,1.1317899134444769
0.03333333333333333,4.042201452736182,True,False,0.7261973257673702,1.6628965813197585
0.05,4.008177672473669,True,False,0.9711330665911948,1.2149676802287965
0.06666666666666667,4.019015205242158,True,False,0.8298951397690084,2.547647470019065
0.08333333333333333,4.124713953272105,True,False,0.6885711933957201,2.209070362429788
0.1,4.319478280815512,True,False,0.12225322522435067,1.6051545906574014
0.11666666666666667,3.9079253508601712,True,False,-0.14573988998757909,1.238757715941436
0.13333333333333333,4.012957189420496,False,False,-0.029099685282293605,1.8301423905752445
0.15,3.7815503560715116,True,False,-0.5241052270397184,1.9379143309781806
0.16666666666666666,4.07833748840925,True,False,-0.7062862763401095,2.1943156355834144
0.18333333333333332,3.951494477089853,True,False,0.2027604520135603,2.6967425009511508
0.2,4.152276151620507,True,False,0.5564566992634639,1.9945043911957647
0.21666666666666667,3.90914681993772,True,False,0.6616565179762451,2.6355948946867995
0.23333333333333334,3.996318046837077,True,False,0.08034351886561719,2.5908030223024134
0.25,3.679886055760611,True,False,-0.11732736568365398,1.5591413402973426
0.26666666666666666,4.047906190461563,True,False,-0.24489029267981186,1.5363493557433554
0.2833333333333333,3.992898045451855,True,False,-0.4725480470289195,1.1721600146419486
0.3,4.083143528889344,True,False,-0.18330509113699428,1.3471897656985063
0.31666666666666665,3.9318695334027964,False,False,-0.9431315054132037,1.5126352575703539
0.3333333333333333,4.034274240232715,False,False,-0.8031073252645595,1.9311303096117713
0.35,3.9723165884488876,True,False,-0.48253942844033587,1.5611659443479793
0.36666666666666664,3.931962374194088,True,False,-0.8295787292300848,1.2124434264982638
0.38333333333333336,3.7582782878773084,True,False,-1.2123341300471524,1.763147462070143
0.4,3.9837638415254792,True,False,-1.2564184836247412,1.903291748418467
0.4166666666666667,3.904698077983288,True,False,-0.9906053464896778,1.5431814388079683
0.43333333333333335,3.937931370775222,True,False,-0.2670337379137867,1.300159425488636
0.45,3.7004847415459197,False,False,0.2440289622992592,0.993422044621092
0.4666666666666667,3.9572048232946373,True,False,0.688176407249827,0.5271619235851861
0.48333333333333334,4.151663362755223,True,False,1.0489785391944912,-0.29363442383739424
0.5,3.929177748895221,True,False,0.8892648020109902,0.1328209944899439
0.5166666666666667,4.052800593550633,True,False,0.33255504644658274,0.2653294604003591
0.5333333333333333,4.2153804421780485,True,False,-0.11458060300789752,0.9431748361830662
0.55,4.0126881741251115,True,False,-0.16755762519514414,0.65296946588222
0.5666666666666667,3.9894054846939166,True,False,-0.5652688491846929,0.6730122783979199
0.5833333333333334,3.8530997397313134,True,False,0.15422302372473584,0.6525867228952335
0.6,4.084102399133858,True,False,0.40368979525586424,0.6448816150906331
0.6166666666666667,3.8209819645367022,True,False,0.6058762413395954,0.6940928435166944
0.6333333333333333,4.066105721971718,True,False,1.6263574392369344,0.31477577438588666
0.65,3.8168382719553433,False,False,1.599595571903624,0.9601183441081537
0.6666666666666666,3.788597046756351,True,False,2.2007998461557863,0.9133547195427992
0.6833333333333333,3.968830582825057,True,False,1.5271141713747736,1.33010830539664
0.7,4.1220308089911795,False,False,1.4430260553800442,1.3581045116389745
0.7166666666666667,3.8532632639824573,True,False,0.9336503911996992,1.7404821842103235
0.7333333333333333,4.293171769611351,True,False,0.3505111109462712,1.2744026066224095
0.75,4.049616083418006,True,False,-0.5517543260306623,1.3475304516954214
0.7666666666666667,3.8040803145784956,True,False,-0.10132209266173708,1.2702141555303517
0.7833333333333333,4.093373468691275,True,False,-0.4597060034011414,0.8183335702876832
0.8,3.8748952615975125,True,False,-0.12097917164946231,1.088294700940842
0.8166666666666667,3.9289140565647442,True,False,0.06208969946155765,0.6019246290796917
0.8333333333333334,4.1476484250968,True,False,0.009398725358551144,0.22664849362905448
0.85,3.9911649827697633,True,False,0.212615669537494,0.7169394161717376
0.8666666666666667,4.141043967132812,True,False,-0.22126894245829754,0.8365243451452421
0.8833333333333333,3.8803392222134003,False,False,-0.3582924048244095,0.8856367051332537
0.9,4.012578909405492,True,False,-0.44938200870586575,1.1119627311346112
