t,pupil_mm,is_fixation,is_blink,gaze_x,gaze_y
0.0,3.9175799123400843,True,False,-0.04222591811061479,0.061693654322448006
0.016666666666666666,4.258551998461006,False,False,-0.40796761272773546,-0.10834278339272135
0.03333333333333333,4.065255023298924,True,False,0.058468342691014585,-0.3167305165253533
0.05,4.291192146807808,True,False,-0.5379860142357438,-0.10069048182794949
0.06666666666666667,4.24795840842118,True,False,-0.6305138424522972,-0.2121899956755659
0.08333333333333333,3.9500149895531034,True,False,-0.2756429276850154,-0.5481912837790127
0.1,4.085391475467212,True,False,-0.6227617459089478,-1.1772247470008574
0.11666666666666667,3.789526526911944,True,False,-0.41213995717086527,-0.46289746588404757
0.13333333333333333,4.063821668789963,True,False,-0.26064734227563313,-0.8713052327084487
0.15,4.119864427458559,False,False,-0.4903004492944879,-1.4653822553098155
0.16666666666666666,4.082853453757425,True,False,-0.20474294317666197,-1.24950202642135
0.18333333333333332,4.0998188379819105,False,False,-0.9427263538796895,-0.6953280120977673
0.2,3.908200307143765,True,False,-0.9853418078765583,-1.1280710795246975
0.21666666666666667,4.0022389254672,False,False,-1.2554381963373946,-1.1959040804054832
0.23333333333333334,4.383793845875915,True,False,-0.8327965311182532,-1.486343471395561
0.25,4.275692703507152,True,False,-0.728936964624836,-1.2042475973362503
0.26666666666666666,4.1531088296492085,False,False,-1.0246903970203323,-1.4507632396423258
0.2833333333333333,4.095242002547526,True,False,-1.5160988898728445,-1.5246112491899815
0.3,4.167077327006818,False,False,-1.196614344610091,-0.8135130271932302
0.31666666666666665,3.8748204646112194,True,False,-0.7208060495377994,-1.2069220135136245
0.3333333333333333,4.0521633902462915,True,False,0.3528620423350112,-1.266272261326314
0.35,3.9145358354341786,True,False,0.0195347245955505,-1.5360172970900645
0.36666666666666664,3.8906344760097618,True,False,0.4534522901577349,-1.52250216335332
0.38333333333333336,4.026805399390379,False,False,1.0178362075156069,-1.1388758814678284
0.4,4.1165662182864775,True,False,1.5272712731048843,-1.6661227279455866
